id,materia,anno,fase,indirizzi,classi,blocco,nucleo,testo,obiettivi_backbone,tipo_contenuto,parent,peso,tag,bloom,competenza_europea,fonte,stato
ITA-0112,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Teoria e critica letteraria,"Padroneggiare le metodologie della critica letteraria",ITA.COM.CRIT.01,,,,condivisa|critica,valutare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0113,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Usare la letteratura per comprendere il presente (attualizzazione)",ITA.COM.LETT.04,,,,condivisa|attualizzazione,valutare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0114,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Strumenti dell'analisi letteraria,"Condurre la lettura diretta del testo come prima forma di interpretazione",ITA.COM.ANAL.03,,,,condivisa|lettura-diretta,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0115,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Confrontare autori, generi ed epoche diverse",ITA.COM.LETT.03,,,,condivisa|comparazione,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0116,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Dimensione autoriale: ricostruire la biografia e il profilo dell'autore",ITA.COM.LETT.05,,,,condivisa|dimensione-autoriale|biografia,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0117,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Dimensione autoriale: collocare le opere nella produzione e nell'evoluzione dell'autore",ITA.COM.LETT.05,,,,condivisa|dimensione-autoriale|opere,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0118,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Dimensione autoriale: analizzare lo stile di un autore",ITA.COM.LETT.05,,,,condivisa|dimensione-autoriale|stile,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0119,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Dimensione autoriale: definire la poetica e la concezione letteraria",ITA.COM.LETT.05,,,,condivisa|dimensione-autoriale|poetica,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0120,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Dimensione autoriale: riconoscere l'ipertestualita' (rimandi con altri autori)",ITA.COM.LETT.05,,,,condivisa|dimensione-autoriale|ipertestualita,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0121,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Linguistica e storia della lingua italiana (dalle origini all'oggi)",ITA.CON.LETT.16,,,,spettro|linguistica|storia-lingua,analizzare,multilinguistica,ITA spettro,revisione
ITA-0122,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Strumenti dell'analisi letteraria,"Narratologia e analisi del testo narrativo",ITA.COM.ANAL.01,,,,spettro|narratologia,analizzare,consapevolezza_espressione_culturali,ITA spettro,revisione
ITA-0123,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Strumenti dell'analisi letteraria,"Metrica, prosodia e retorica del testo poetico",ITA.COM.ANAL.02,,,,spettro|metrica|retorica,analizzare,consapevolezza_espressione_culturali,ITA spettro,revisione
ITA-0124,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Teoria e critica letteraria,"Comparatistica: la letteratura italiana e le letterature europee",ITA.CON.CRIT.02,,,,spettro|comparatistica,analizzare,consapevolezza_espressione_culturali,ITA spettro,revisione
ITA-0125,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Strumenti dell'analisi letteraria,"Intermedialita' (letteratura, cinema, arti) e Digital Humanities",ITA.COM.SCRI.06,,,,spettro|intermedialita|DH,applicare,digitale,ITA spettro,revisione
ITA-0126,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Dante - biografia: Firenze, l'esilio, la vita e la vicenda politica",ITA.CON.LETT.03,biografia,ITA-0039,core,Dante|biografia,,,ITA scheda-autore,revisione
ITA-0127,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Dante - opere: Vita nuova, Rime, Convivio, De vulgari eloquentia, Monarchia, Commedia",ITA.CON.LETT.03,opere,ITA-0039,core,Dante|opere,,,ITA scheda-autore,revisione
ITA-0128,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Dante - stile: il plurilinguismo, l'allegoria, la lingua della Commedia",ITA.CON.LETT.03,stile,ITA-0039,core,Dante|stile,,,ITA scheda-autore,revisione
ITA-0129,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Dante - poetica: il poema sacro, la sintesi del sapere medievale, il viaggio salvifico",ITA.CON.LETT.03,poetica,ITA-0039,core,Dante|poetica,,,ITA scheda-autore,revisione
ITA-0130,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Dante - ipertestualita': Virgilio e la classicita'; padre della lingua; presenza nel Novecento (Eliot, Montale)",ITA.CON.LETT.03,ipertestualita,ITA-0039,core,Dante|ipertestualita,,,ITA scheda-autore,revisione
ITA-0131,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Petrarca - biografia: l'esule, l'umanista, l'inquietudine",ITA.CON.LETT.04,biografia,ITA-0040,core,Petrarca|biografia,,,ITA scheda-autore,revisione
ITA-0132,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Petrarca - stile: il monolinguismo, la selezione lessicale, il petrarchismo",ITA.CON.LETT.04,stile,ITA-0040,core,Petrarca|stile,,,ITA scheda-autore,revisione
ITA-0133,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Petrarca - poetica: il dissidio interiore, la memoria, l'io lirico moderno",ITA.CON.LETT.04,poetica,ITA-0040,core,Petrarca|poetica,,,ITA scheda-autore,revisione
ITA-0134,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Petrarca - ipertestualita': modello della lirica europea; rapporto con Agostino e i classici",ITA.CON.LETT.04,ipertestualita,ITA-0040,core,Petrarca|ipertestualita,,,ITA scheda-autore,revisione
ITA-0135,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Boccaccio - biografia: Firenze e Napoli, la mercatura e la cultura",ITA.CON.LETT.05,biografia,ITA-0041,core,Boccaccio|biografia,,,ITA scheda-autore,revisione
ITA-0136,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Boccaccio - stile: la prosa, la cornice, il realismo, la varieta' dei registri",ITA.CON.LETT.05,stile,ITA-0041,core,Boccaccio|stile,,,ITA scheda-autore,revisione
ITA-0137,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Boccaccio - poetica: la novella, l'ingegno e la fortuna, la dignita' del mondo terreno",ITA.CON.LETT.05,poetica,ITA-0041,core,Boccaccio|poetica,,,ITA scheda-autore,revisione
ITA-0138,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Boccaccio - ipertestualita': modello della novella europea (Chaucer, la novellistica)",ITA.CON.LETT.05,ipertestualita,ITA-0041,core,Boccaccio|ipertestualita,,,ITA scheda-autore,revisione
ITA-0139,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Machiavelli - biografia: il segretario fiorentino, la caduta, il confino",ITA.CON.LETT.06,biografia,ITA-0042,core,Machiavelli|biografia,,,ITA scheda-autore,revisione
ITA-0140,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Machiavelli - stile: la prosa scientifica, la secchezza, la lingua del trattato",ITA.CON.LETT.06,stile,ITA-0042,core,Machiavelli|stile,,,ITA scheda-autore,revisione
ITA-0141,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Machiavelli - poetica: la verita' effettuale, la politica come scienza autonoma, la virtu' e la fortuna",ITA.CON.LETT.06,poetica,ITA-0042,core,Machiavelli|poetica,,,ITA scheda-autore,revisione
ITA-0142,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Machiavelli - ipertestualita': Livio e gli antichi; il pensiero politico moderno",ITA.CON.LETT.06,ipertestualita,ITA-0042,core,Machiavelli|ipertestualita,,,ITA scheda-autore,revisione
ITA-0143,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Foscolo - biografia: l'esule, il poeta-soldato, le illusioni",ITA.CON.LETT.09,biografia,ITA-0064,core,Foscolo|biografia,,,ITA scheda-autore,revisione
ITA-0144,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Foscolo - stile: il neoclassicismo e il preromanticismo, l'endecasillabo",ITA.CON.LETT.09,stile,ITA-0064,core,Foscolo|stile,,,ITA scheda-autore,revisione
ITA-0145,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Foscolo - poetica: la poesia civile e sepolcrale, le illusioni, la funzione eternatrice",ITA.CON.LETT.09,poetica,ITA-0064,core,Foscolo|poetica,,,ITA scheda-autore,revisione
ITA-0146,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Foscolo - ipertestualita': Alfieri, i classici, Gray; modello per il Risorgimento",ITA.CON.LETT.09,ipertestualita,ITA-0064,core,Foscolo|ipertestualita,,,ITA scheda-autore,revisione
ITA-0147,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Manzoni - biografia: la conversione, l'impegno civile e religioso",ITA.CON.LETT.09,biografia,ITA-0065,core,Manzoni|biografia,,,ITA scheda-autore,revisione
ITA-0148,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Manzoni - stile: il vero storico, la lingua (la questione e la 'risciacquatura in Arno')",ITA.CON.LETT.09,stile,ITA-0065,core,Manzoni|stile,,,ITA scheda-autore,revisione
ITA-0149,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Manzoni - poetica: il vero, l'utile, l'interessante; la Provvidenza; il romanzo storico",ITA.CON.LETT.09,poetica,ITA-0065,core,Manzoni|poetica,,,ITA scheda-autore,revisione
ITA-0150,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Manzoni - ipertestualita': il romanzo europeo (Scott); fondatore della lingua nazionale",ITA.CON.LETT.09,ipertestualita,ITA-0065,core,Manzoni|ipertestualita,,,ITA scheda-autore,revisione
ITA-0151,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Leopardi - biografia: Recanati, lo 'studio matto e disperatissimo', il pessimismo",ITA.CON.LETT.09,biografia,ITA-0085,core,Leopardi|biografia,,,ITA scheda-autore,revisione
ITA-0152,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Leopardi - stile: la poetica del vago e dell'indefinito, l'idillio, la canzone",ITA.CON.LETT.09,stile,ITA-0085,core,Leopardi|stile,,,ITA scheda-autore,revisione
ITA-0153,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Leopardi - poetica: il pessimismo storico e cosmico, la natura matrigna, la ginestra",ITA.CON.LETT.09,poetica,ITA-0085,core,Leopardi|poetica,,,ITA scheda-autore,revisione
ITA-0154,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Leopardi - ipertestualita': i classici e Petrarca; precursore del Novecento europeo",ITA.CON.LETT.09,ipertestualita,ITA-0085,core,Leopardi|ipertestualita,,,ITA scheda-autore,revisione
ITA-0155,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Verga - biografia: la Sicilia, Milano, il ritorno al vero",ITA.CON.LETT.10,biografia,ITA-0086,core,Verga|biografia,,,ITA scheda-autore,revisione
ITA-0156,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Verga - stile: l'impersonalita', la regressione, il discorso indiretto libero",ITA.CON.LETT.10,stile,ITA-0086,core,Verga|stile,,,ITA scheda-autore,revisione
ITA-0157,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Verga - poetica: il Verismo, l'ideale dell'ostrica, i vinti",ITA.CON.LETT.10,poetica,ITA-0086,core,Verga|poetica,,,ITA scheda-autore,revisione
ITA-0158,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Verga - ipertestualita': Zola e il Naturalismo; il Neorealismo del Novecento",ITA.CON.LETT.10,ipertestualita,ITA-0086,core,Verga|ipertestualita,,,ITA scheda-autore,revisione
ITA-0159,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"D'Annunzio - biografia: l'esteta, il vate, la vita inimitabile",ITA.CON.LETT.11,biografia,ITA-0088,core,DAnnunzio|biografia,,,ITA scheda-autore,revisione
ITA-0160,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"D'Annunzio - stile: il panismo, il fonosimbolismo, la parola musicale",ITA.CON.LETT.11,stile,ITA-0088,core,DAnnunzio|stile,,,ITA scheda-autore,revisione
ITA-0161,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"D'Annunzio - poetica: l'estetismo, il superuomo, il panismo dell'Alcyone",ITA.CON.LETT.11,poetica,ITA-0088,core,DAnnunzio|poetica,,,ITA scheda-autore,revisione
ITA-0162,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"D'Annunzio - ipertestualita': il decadentismo europeo (Pater, Wilde); influsso sul Novecento",ITA.CON.LETT.11,ipertestualita,ITA-0088,core,DAnnunzio|ipertestualita,,,ITA scheda-autore,revisione
ITA-0163,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Pascoli - biografia: la tragedia familiare, il nido, San Mauro",ITA.CON.LETT.11,biografia,ITA-0087,core,Pascoli|biografia,,,ITA scheda-autore,revisione
ITA-0164,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Pascoli - stile: il fonosimbolismo, l'impressionismo, il linguaggio analogico",ITA.CON.LETT.11,stile,ITA-0087,core,Pascoli|stile,,,ITA scheda-autore,revisione
ITA-0165,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Pascoli - poetica: il fanciullino, il nido, le piccole cose",ITA.CON.LETT.11,poetica,ITA-0087,core,Pascoli|poetica,,,ITA scheda-autore,revisione
ITA-0166,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Pascoli - ipertestualita': il simbolismo europeo; modello della poesia del Novecento",ITA.CON.LETT.11,ipertestualita,ITA-0087,core,Pascoli|ipertestualita,,,ITA scheda-autore,revisione
ITA-0167,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Pirandello - biografia: la Sicilia, la follia della moglie, il relativismo",ITA.CON.LETT.13,biografia,ITA-0089,core,Pirandello|biografia,,,ITA scheda-autore,revisione
ITA-0168,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Pirandello - stile: l'umorismo, il teatro nel teatro, la dissoluzione della forma",ITA.CON.LETT.13,stile,ITA-0089,core,Pirandello|stile,,,ITA scheda-autore,revisione
ITA-0169,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Pirandello - poetica: l'umorismo (forma e vita), la maschera, il relativismo conoscitivo",ITA.CON.LETT.13,poetica,ITA-0089,core,Pirandello|poetica,,,ITA scheda-autore,revisione
ITA-0170,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Pirandello - ipertestualita': il teatro europeo dell'assurdo; la crisi dell'io novecentesca",ITA.CON.LETT.13,ipertestualita,ITA-0089,core,Pirandello|ipertestualita,,,ITA scheda-autore,revisione
ITA-0171,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Svevo - biografia: Trieste, l'inetto, la psicoanalisi",ITA.CON.LETT.13,biografia,ITA-0090,core,Svevo|biografia,,,ITA scheda-autore,revisione
ITA-0172,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Svevo - stile: il monologo interiore, il tempo misto, la lingua 'sporca'",ITA.CON.LETT.13,stile,ITA-0090,core,Svevo|stile,,,ITA scheda-autore,revisione
ITA-0173,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Svevo - poetica: l'inettitudine, la malattia e la salute, la coscienza",ITA.CON.LETT.13,poetica,ITA-0090,core,Svevo|poetica,,,ITA scheda-autore,revisione
ITA-0174,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Svevo - ipertestualita': Freud, Joyce; il romanzo europeo del Novecento",ITA.CON.LETT.13,ipertestualita,ITA-0090,core,Svevo|ipertestualita,,,ITA scheda-autore,revisione
ITA-0175,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Montale - biografia: Genova, l'antifascismo, il Nobel",ITA.CON.LETT.14,biografia,ITA-0092,core,Montale|biografia,,,ITA scheda-autore,revisione
ITA-0176,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Montale - stile: il correlativo oggettivo, la poesia delle cose, l'asprezza",ITA.CON.LETT.14,stile,ITA-0092,core,Montale|stile,,,ITA scheda-autore,revisione
ITA-0177,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Montale - poetica: il 'male di vivere', il varco, il disincanto",ITA.CON.LETT.14,poetica,ITA-0092,core,Montale|poetica,,,ITA scheda-autore,revisione
ITA-0178,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Montale - ipertestualita': Dante e i metafisici inglesi (Eliot); la poesia europea",ITA.CON.LETT.14,ipertestualita,ITA-0092,core,Montale|ipertestualita,,,ITA scheda-autore,revisione
ITA-0179,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"Ortografia e punteggiatura",ITA.CON.LING.01,,,core,grammatica|ortografia,,,ITA cl.1 gramm,revisione
ITA-0180,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"Le parti variabili del discorso: articolo, nome, aggettivo, pronome",ITA.CON.LING.02,,,core,grammatica|morfologia,,,ITA cl.1 gramm,revisione
ITA-0181,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"Il verbo: genere, modi, tempi, aspetto, diatesi",ITA.CON.LING.02,,,core,grammatica|verbo,,,ITA cl.1 gramm,revisione
ITA-0182,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"Le parti invariabili: avverbio, preposizione, congiunzione, interiezione",ITA.CON.LING.02,,,core,grammatica|morfologia,,,ITA cl.1 gramm,revisione
ITA-0183,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"Sintassi della frase: soggetto, predicato, attributo, apposizione",ITA.CON.LING.03,,,core,grammatica|analisi-logica,,,ITA cl.1 gramm,revisione
ITA-0184,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"I complementi diretti e indiretti",ITA.CON.LING.03,,,core,grammatica|complementi,,,ITA cl.1 gramm,revisione
ITA-0185,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"Sintassi del periodo: coordinazione e tipi di subordinate",ITA.CON.LING.04,,,core,grammatica|periodo,,,ITA cl.2 gramm,revisione
ITA-0186,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"Denotazione e connotazione; campi semantici; parole-chiave",ITA.CON.LING.05,,,core,lessico,,,ITA cl.1 gramm,revisione
ITA-0187,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"Derivazione, alterazione, composizione; etimologia",ITA.CON.LING.05,,,core,lessico|formazione,,,ITA cl.1 gramm,revisione
ITA-0188,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"Le varieta' della lingua (diacroniche, diatopiche, diastratiche, diafasiche); standard e neostandard",ITA.CON.LING.06,,,core,varieta-lingua,,,ITA cl.2 gramm,revisione
ITA-0189,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Produzione scritta,"Il riassunto e la parafrasi",ITA.CON.TEST.01,,,core,scrittura|riassunto,,,ITA cl.1 scheda,revisione
ITA-0190,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Produzione scritta,"Il testo descrittivo e il testo espositivo",ITA.CON.TEST.01,,,core,scrittura,,,ITA cl.1 scheda,revisione
ITA-0191,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Produzione scritta,"Il testo narrativo e il testo argomentativo",ITA.CON.TEST.01,,,core,scrittura|argomentativo,,,ITA cl.2 scheda,revisione
ITA-0192,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Produzione scritta,"Le fasi della scrittura: pianificazione, stesura, revisione",ITA.CON.TEST.01,,,core,scrittura|metodo,,,ITA cl.1 scheda,revisione
ITA-0193,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Produzione scritta,"La relazione, il verbale, la lettera e l'e-mail",ITA.CON.TEST.01,,,core,scrittura|funzionale,,,ITA cl.2 scheda,revisione
ITA-0194,ITA,1,biennio,LC|LS|LSA,A-11|A-13,competenza,Comunicazione orale,"Esporre oralmente in modo chiaro, strutturato e adeguato al contesto",ITA.COM.ORAL.01,,,,oralita|esposizione,applicare,alfabetica_funzionale,ITA cl.1 scheda,revisione
ITA-0195,ITA,2,biennio,LC|LS|LSA,A-11|A-13,competenza,Comunicazione orale,"Partecipare a un dibattito (debate) argomentando e praticando l'ascolto attivo",ITA.COM.ORAL.02,,,,oralita|debate,valutare,personale_sociale_imparare,ITA cl.2 scheda,revisione
ITA-0196,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"I generi narrativi: novella, racconto, romanzo",ITA.CON.ANAL.01,,,core,narratologia|generi,,,ITA cl.1 scheda,revisione
ITA-0197,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"Tecniche narrative: analessi, prolessi, ellissi, sommario, scena, pausa",ITA.CON.ANAL.03,,,core,narratologia|tecniche,,,ITA cl.1 scheda,revisione
ITA-0198,ITA,1,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"Il discorso: diretto, indiretto, indiretto libero, monologo interiore",ITA.CON.ANAL.04,,,core,narratologia|discorso,,,ITA cl.1 scheda,revisione
ITA-0199,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"Tipi di verso e di strofa; l'enjambement",ITA.CON.ANAL.05,,,core,poesia|metrica,,,ITA cl.2 scheda,revisione
ITA-0200,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"Figure di suono (allitterazione, onomatopea, assonanza, consonanza)",ITA.CON.ANAL.06,,,core,figure-retoriche|suono,,,ITA cl.2 scheda,revisione
ITA-0201,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"Figure di significato e tropi (metafora, metonimia, sineddoche, similitudine, allegoria, sinestesia)",ITA.CON.ANAL.06,,,core,figure-retoriche|tropi,,,ITA cl.2 scheda,revisione
ITA-0202,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"Figure di ordine (anafora, chiasmo, iperbato, climax, anastrofe)",ITA.CON.ANAL.06,,,core,figure-retoriche|ordine,,,ITA cl.2 scheda,revisione
ITA-0203,ITA,3,triennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"Teoria dei generi letterari e loro evoluzione",ITA.CON.ANAL.04,,,core,generi|teoria,,,ITA cl.3 scheda,revisione
ITA-0204,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"San Francesco d'Assisi (Cantico delle creature)",ITA.CON.LETT.02,autore,ITA-0036,core,San-Francesco|origini,,,ITA cl.3 lett,revisione
ITA-0205,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Iacopone da Todi",ITA.CON.LETT.02,autore,ITA-0036,rappresentativo,Iacopone,,,ITA cl.3 lett,revisione
ITA-0206,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Lorenzo de' Medici e Poliziano (l'Umanesimo volgare)",ITA.CON.LETT.06,autore,ITA-0038,rappresentativo,Poliziano|umanesimo,,,ITA cl.3 lett,revisione
ITA-0207,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Pulci e Boiardo (il poema cavalleresco)",ITA.CON.LETT.06,autore,ITA-0038,rappresentativo,Boiardo|cavalleresco,,,ITA cl.3 lett,revisione
ITA-0208,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Pietro Bembo e la questione della lingua",ITA.CON.LETT.06,autore,ITA-0038,core,Bembo|questione-lingua,,,ITA cl.3 lett,revisione
ITA-0209,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Baldassarre Castiglione (il Cortegiano)",ITA.CON.LETT.06,autore,ITA-0038,rappresentativo,Castiglione|Cortegiano,,,ITA cl.3 lett,revisione
ITA-0210,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"La lirica femminile del Cinquecento: Gaspara Stampa, Vittoria Colonna",ITA.CON.LETT.06,autore,ITA-0038,rappresentativo,lirica-femminile,,,ITA cl.3 lett,revisione
ITA-0211,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"La nuova scienza: Campanella e Giordano Bruno",ITA.CON.LETT.07,autore,ITA-0055,rappresentativo,Campanella|Bruno,,,ITA cl.4 lett,revisione
ITA-0212,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Giambattista Vico (la Scienza nuova)",ITA.CON.LETT.08,autore,ITA-0056,rappresentativo,Vico,,,ITA cl.4 lett,revisione
ITA-0213,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Metastasio e il melodramma",ITA.CON.LETT.08,autore,ITA-0056,rappresentativo,Metastasio|melodramma,,,ITA cl.4 lett,revisione
